Author,Title,Description,Genre,Banned,Label
"Judith, Rossner",Perfidia,"Her mother makes love to strangers and chooses the worst kind of friends. Her classmates talk of going to college, but Madeleine, with a scholarship waiting at an Ivy League school, knows that escape is unlikely. For Maddy's life revolves around her jealous, raging, promiscuous mother. And now that Maddy has a lover of her own, now that her mother's delusion-filled, grudge-filled, lover-filled life is crashing down around them, now that Maddy knows leaving would be the deadliest blow of all, there is only one way through a terrifying, disastrous moment that will change everything forever.... In her explosive novel Looking for Mr. Goodbar, Judith Rossner issued a chilling wake-up call to a generation intoxicated by sexual freedom. Now the New York Times bestselling author explores another fatal turn in this unforgettable novel of mother-daughter love gone torturously, tragically wrong.","Fiction, Contemporary",1,Religious
"Steve, Brewer",Monkey Man,"Bubba's back. Having coffee with a new client, things seem to be going well until the monkey with the gun shows up. Now Bubba's facing an uncooperative police force, a barrel full of suspects, and an intern that drives everyone bananas. He's got to figure out which of the animals at the Albuquerque zoo really belong behind bars.","Mystery",1,Cultural
"Kathi, Appelt",Keeper,"Keeper is a breathtaking, magical novel from National Book Award finalist and Newbery Honoree Kathi Appelt. To ten-year-old Keeper the moon is her chance to fix all that has gone wrong ... and so much has gone wrong. But she knows who can make things right again: Maggie Marie, her mermaid mother, who swam away when Keeper was just three. A blue moon calls the mermaids to gather at the sandbar, and that's exactly where Keeper is headed—in a small boat. In the middle of the night, with only her dog, BD (Best Dog), and a seagull named Captain, she faces the riptide that threatens to pull her away from shore and into the rough waters of the Gulf of Mexico.","Fantasy, Middle Grade, Fiction, Young Adult, Childrens, Magical Realism, Mermaids",1,Cultural
"Maryann Jacob, Macias",Téo's Tutu,"Téo loves to dance, whether it's the cumbia with papi, the bhangra with amma, or ballet class with Miss Lila. He also loves the way his tutu makes him feel, inside and out. But when it comes time to decide which outfit to wear in the big dance recital—a sparkly tutu or shimmering silver pants—Téo wonders if being his most authentic self on stage will put him too much in the spotlight.","Picture Books, LGBT, Childrens, Queer, Gender, Realistic Fiction, Fiction",1,Religious
"Brandy, Colbert",Finding Yvonne,"Cherry Kerrigan loves her simple life, her family’s tiny trailer, even working at Burrito Barn. But when Ardelia Deen, a glamorous starlet, enters her world and offers an unexpected chance at change, everything is turned upside down. Yvonne embarks on a journey of self-discovery that challenges her ideas about family, love, and what it means to belong.","Contemporary, Young Adult, Romance, Realistic Fiction, Fiction, Young Adult Contemporary, Audiobook",1,Political
"Kathy, Stinson",101 Ways to Dance,"In this quirky collection, award-winning author Kathy Stinson offers characters and plotlines that reflect the many ways teens learn about lust and love. From the first stirrings of same-sex desire on a lakeside beach to troubling paternity questions around a teen pregnancy, 101 Ways to Dance captures the spectrum of teen sexuality from the very sweet to the very scary. These stories offer opportunities for honest discussion while entertaining reluctant readers.","Short Stories, Young Adult, Canada, Teen",1,Offensive Language
"David, Macaulay",The Way We Work: Getting to Know the Amazing Human Body,"An informative exploration of the human body, this engaging nonfiction work introduces young readers to the science behind how our bodies function—from cells to organs—in a clear and accessible manner.","Science, Nonfiction, Reference, Childrens, Biology, Health, Bodies",1,Political
"Claire, LaZebnik",Wrong About the Guy,"Ellie Withers is determined that nothing will stand in the way of her dreams—even when her stepfather's stardom and his oversize personality cast an unexpected shadow over her life. As she grapples with her identity and questions the people around her, Ellie learns valuable lessons about friendship, self-worth, and the misconceptions that can come from first impressions.","Young Adult, Romance, Retellings, Contemporary, Chick Lit, Young Adult Contemporary, Contemporary Romance",1,Political
"Beth, Revis",Across the Universe,"After her parents’ divorce, a young girl embarks on a journey of self-discovery as she navigates love, loss, and the transformative power of music—a story set against the backdrop of a tumultuous era.","Young Adult, Science Fiction, Dystopia, Romance, Fantasy, Fiction, Mystery",1,Political
"Katharine, McGee",Reign,"A stirring tale of love and power set against the backdrop of modern royalty in America, where long-held family secrets and scandals threaten to shatter the façade of glamour and control.","Romance, Young Adult, Audiobook, Fiction, Contemporary, Chick Lit, Fantasy",1,Religious
"Aidan, Chambers",Postcards From No Man's Land,"A young man journeys to Amsterdam to honor his grandfather’s memory, only to discover startling truths about family, identity, and his own hidden desires along the way.","Young Adult, Historical Fiction, Fiction, Historical, War, LGBT, Realistic Fiction",1,Political
"Claire, Legrand",Sawkill Girls,"On the eerie island of Sawkill Rock, a group of girls face the eerie legend of disappearing locals and uncover dark secrets lurking beneath the surface—a haunting mystery that demands answers.","Horror, Young Adult, Fantasy, LGBT, Mystery, Fiction, Thriller",1,Offensive Language
"Libba, Bray",Before the Devil Breaks You,"A paranormal journey through history and magic, this tale follows a young woman who encounters a ghostly figure that alters her destiny amid the shadows of old-world Florence.","Fantasy, Historical Fiction, Young Adult, Paranormal, Audiobook, Horror, Historical",1,Offensive Language
"Diana, Gabaldon",Dragonfly in Amber,"In this epic historical romance with a twist of fantasy and time travel, secrets of the past resurface to change the lives of those caught between fate and freedom in a turbulent era.","Historical Fiction, Romance, Fantasy, Fiction, Time Travel, Historical, Historical Romance",1,Religious
"Sharon, Creech",Walk Two Moons,"A timeless coming-of-age tale that weaves together two stories—one of a girl's bittersweet journey and another of her grandmother’s intriguing past—offering a portrait of loss, love, and the healing power of memory.","Young Adult, Fiction, Middle Grade, Childrens, Realistic Fiction, School, Classics",1,Religious
"Barbara, Dee",Maybe He Just Likes You,"A humorous yet poignant exploration of first love and the confusing signals of attraction, told through the eyes of a middle school girl navigating friendship and romance.","Middle Grade, Realistic Fiction, Fiction, Young Adult, Contemporary, Audiobook, Childrens",1,Political
"Tomi, Adeyemi",Children of Blood and Bone,"In a land where magic has been brutally suppressed, a young heroine rises to challenge the oppressive regime and awaken a forgotten power—igniting a revolution against an age-old tyranny.","Fantasy, Young Adult, Fiction, Audiobook, Magic, Young Adult Fantasy, Romance",1,Religious
"Kami, Garcia",Beautiful Redemption,"Three tantalizing stories from the world of immortal vampires reveal secrets of love, heartbreak, and the eternal struggle to overcome the curse of eternal life.","Fantasy, Young Adult, Paranormal, Romance, Fiction, Magic, Supernatural",1,Religious
"Colleen, Hoover",Losing Hope,"A heart-wrenching tale of love, loss, and the desperate search for redemption—a story that explores the profound impact of secrets and the resilience of the human spirit.","Romance, New Adult, Young Adult, Contemporary, Fiction, Contemporary Romance, Abuse",1,Political
"Stephen, King",Revival,"A dark and electrifying novel about addiction and fanaticism, in which a chance encounter revives a connection that will have profound—and terrifying—consequences.","Horror, Fiction, Thriller, Audiobook, Fantasy, Mystery, Science Fiction",1,Offensive Language
"Francesca Lia, Block",Teen Spirit,"A haunting and poetic ghost story that follows the journey of a teen confronting the realities of loss, love, and the mysteries of the afterlife.","Young Adult, Fantasy, Paranormal, Ghosts, Supernatural, Fiction, Romance",1,Religious
"Ryan, Gebhart",Of Jenny and the Aliens,"When unexpected extraterrestrial messages upend the ordinary, a young man finds himself drawn into a wild adventure that challenges his ideas of love and the meaning of home.","Young Adult, Science Fiction, Romance, Fiction, Aliens, Contemporary, Teen",1,Political
"Claire, Needell",The Word for Yes,"In a raw and honest exploration of modern relationships and the complexities of communication, a group of teens faces the challenges of love and identity in a fast-changing world.","Young Adult, Contemporary, Realistic Fiction, Fiction, Young Adult Contemporary, Social Issues, High School",1,Political
"Jennifer L., Armentrout",Grace and Glory,"In a world of angels and supernatural forces, a young heroine must navigate forbidden love and relentless danger to save not only herself but the world around her.","Fantasy, Romance, Paranormal, Young Adult, Audiobook, Urban Fantasy, Angels",1,Religious
"Andrew, Klavan",Don't Say a Word,"A suspenseful thriller where every secret holds deadly consequences—when silence becomes a weapon and the truth is more dangerous than lies.","Thriller, Fiction, Crime, Mystery, Suspense, Mystery Thriller, Adult",1,Political
"Jamila, Rowser",Wash Day Diaries,"A vivid graphic novel that celebrates the everyday lives, challenges, and triumphs of Black women through the lens of their cherished wash day rituals.","Graphic Novels, Nonfiction, Biography, History, Comics, LGBT",1,Religious
"Alexandra, Bracken",The Darkest Minds,"In a dystopian world where gifted teens are feared and exploited, a group of rebels must harness their extraordinary abilities to fight for their survival.","Young Adult, Dystopia, Fantasy, Science Fiction, Romance, Fiction, Paranormal",1,Offensive Language
"Cyndy Drew, Etler",The Dead Inside,"A brutally honest memoir of a young woman grappling with mental health challenges and the loss that reshapes her view of life.","Memoir, Nonfiction, Mental Health, Abuse, Autobiography, Adult, Biography",1,Offensive Language
"Sayantani, Dasgupta",Debating Darcy,"A sharp and witty retelling of a classic romance, set in the high-stakes world of competitive debating where pride and prejudice come head-to-head.","Young Adult, Romance, Contemporary, Retellings, Fiction, Audiobook, Realistic Fiction",1,Political
"Kris, Radish",The Elegant Gathering of White Snows,"Eight women embark on an unexpected journey down a rural highway, sharing their innermost secrets and redefining friendship along the way.","Fiction, Chick Lit, Book Club, Contemporary, Womens Fiction, Womens, Adult Fiction",1,Offensive Language
"Kouyu, Shurei",Alichino,"Beautiful creatures called ""Alichino"" grant any wish to those who find them—but at a price. A young lady’s desperate search for magic turns dangerous when the cost of her wish becomes horrifying.","Manga, Fantasy, Graphic Novels, Comics, Shojo, Fiction, Horror",1,Offensive Language
Author,Title,Description,Genre,Banned,Label
"Rachel, Smythe",Lore Olympus: Volume Two,"Witness what the gods do after dark in the second volume of a stylish and contemporary reimagining of one of the best-known stories in Greek mythology from creator Rachel Smythe.  Persephone was ready to start a new life when she left the mortal realm for Olympus. However, she quickly discovered the dark side of her glamorous new home—from the relatively minor gossip threatening her reputation to a realm-shattering violation of her safety by the conceited Apollo—and she’s struggling to find her footing in the fast-moving realm of the gods. Hades is also off-balance, fighting against his burgeoning feelings for the young goddess of spring while maintaining his lonely rule of the Underworld. As the pair are drawn ever closer, they must untangle the twisted webs of their past and present to build toward a new future.  This full-color edition of Smythe’s original Eisner-nominated webcomic features a brand-new, exclusive short story, and brings Greek mythology into the modern age in a sharply perceptive and romantic graphic novel.  This volume collects episodes 26–49 of the #1 WEBTOON comic.", "Graphic Novels, Fantasy, Romance, Mythology, Comics, Retellings, Fiction",1,Cultural
"A. S., King",Glory O'Brien's History of the Future,"In this masterpiece about freedom, feminism, and destiny, Printz Honor author A.S. King tells the epic story of a girl coping with devastating loss at long last--a girl who has no idea that the future needs her, and that the present needs her even more. Graduating from high school is a time of limitless possibilities--but not for Glory, who has no plan for what's next. Her mother committed suicide when Glory was only four years old, and she's never stopped wondering if she will eventually go the same way...until a transformative night when she begins to experience an astonishing new power to see a person's infinite past and future. From ancient ancestors to many generations forward, Glory is bombarded with visions--and what she sees ahead of her is: A tyrannical new leader raises an army. Women's rights disappear. A violent second civil war breaks out. And young girls vanish daily, sold off or interned in camps. Glory makes it her mission to record everything she sees, hoping her notes will somehow make a difference. She may not see a future for herself, but she'll do anything to make sure this one doesn't come to pass.", "Young Adult, Magical Realism, Fantasy, Contemporary, Fiction, Science Fiction, Teen",1,Political
"Veronica, Rossi",Through the Ever Night,"It's been months since Aria learned of her mother's death.  Months since Perry became Blood Lord of the Tides, and months since Aria last saw him.  Now Aria and Perry are about to be reunited. It's a moment they've been longing for with countless expectations. And it's a moment that lives up to all of them. At fi rst. Then it slips away. The Tides don't take kindly to former Dwellers like Aria. And the tribe is swirling out of Perry's control. With the Aether storms worsening every day, the only remaining hope for peace and safety is the Still Blue. But does this haven truly exist?  Threatened by false friends and powerful temptations, Aria and Perry wonder, Can their love survive through the ever night?", "Young Adult, Dystopia, Fantasy, Romance, Science Fiction, Post Apocalyptic, Fiction",1,Political
"Trevor, Noah",Born a Crime: Stories from a South African Childhood,"The memoir of one man’s coming-of-age, set during the twilight of apartheid and the tumultuous days of freedom that followed.  Trevor Noah’s unlikely path from apartheid South Africa to the desk of The Daily Show began with a criminal act: his birth. Trevor was born to a white Swiss father and a black Xhosa mother at a time when such a union was punishable by five years in prison. Living proof of his parents’ indiscretion, Trevor was kept mostly indoors for the earliest years of his life, bound by the extreme and often absurd measures his mother took to hide him from a government that could, at any moment, steal him away. Finally liberated by the end of South Africa’s tyrannical white rule, Trevor and his mother set forth on a grand adventure, living openly and freely and embracing the opportunities won by a centuries-long struggle.", "Nonfiction, Memoir, Biography, Audiobook, Humor, Autobiography, Africa",1,Political
"William L., Ury",The Third Side: Why We Fight and How We Can Stop,"According to William Ury, it takes two sides to fight, but a third to stop. Distilling the lessons of two decades of experience in family struggles, labor strikes, and wars, he presents a bold new strategy for stopping fights. He also describes ten practical roles--as managers, teachers, parents, and citizens--that each of us can play every day to prevent destructive conflict. Fighting isn't an inevitable part of human nature, Ury explains, drawing on his training as an anthropologist and his work among primitive tribes and modern corporations. We have a powerful alternative-- The Third Side --which can transform our daily battles into creative conflict and cooperation at home, at work, and in the world.", "Nonfiction, Psychology, Philosophy, Management, Business, Social Issues",1,Political
"Cristina, Maracho",Good Idea,"Can the right kind of boy get away with killing the wrong kind of girl?  Fin and Betty’s close friendship survived Fin’s ninth-grade move from their coastal Maine town to Manhattan. Calls, letters, and summer visits continued to bind them together, and in the fall of their senior year, they both applied to NYU, planning to reunite for good as roommates.  Then Betty disappears. Her ex-boyfriend Calder admits to drowning her, but his confession is thrown out, and soon the entire town believes he was coerced and Betty has simply run away. Fin knows the truth, and she returns to Williston for one final summer, determined to get justice for her friend, even if it means putting her loved ones—and herself—at risk.", "Mystery, Young Adult, Fiction, Thriller, LGBT, Mystery Thriller, Audiobook",1,Cultural
"Rachel, Cohn",Dash and Lily's Book of Dares,"“I’ve left some clues for you. If you want them, turn the page. If you don’t, put the book back on the shelf, please.”  So begins the latest whirlwind romance from the bestselling authors of Nick & Norah’s Infinite Playlist. Lily has left a red notebook full of challenges on a favorite bookstore shelf, waiting for just the right guy to come along and accept its dares. But is Dash that right guy? Or are Dash and Lily only destined to trade dares, dreams, and desires in the notebook they pass back and forth at locations across New York? Could their in-person selves possibly connect as well as their notebook versions? Or will they be a comic mismatch of disastrous proportions?", "Young Adult, Romance, Contemporary, Christmas, Fiction, Holiday, Realistic Fiction",1,Cultural
"Danielle, Steel",The Gift (DS),"On a June day, a young woman in a summer dress steps off a Chicago-bound bus into a small midwestern town. She doesn't intend to stay. She is just passing through. Yet her stopping here has a reason and it is part of a story that you will never forget.  The time is the 1950s, when life was simpler, people still believed in dreams, and family was, very nearly, everything. And in a tree-lined street in the heartland of America, an extraordinary set of events begins to unfold. And gradually what seems serendipitous is tinged with purpose. A happy home is shattered by a child's senseless death. A loving marriage starts to unravel. And a stranger arrives—a young woman who will touch many lives before she moves on. She and a young man will meet and fall in love. Their love, so innocent and full of hope, helps to restore a family's dreams. And all of their lives will be changed forever by the precious gift she leaves them.", "Romance, Fiction, Chick Lit, Adult, Drama, Contemporary, Contemporary Romance",1,Cultural
"P. C., Cast",Neferet's Curse,"The White City, 1893: In turn-of-the-century Chicago, with the World's Fair bringing bustle and excitement to her home city, a set of deadly secrets entwine with the lives of troubled young people as ancient vampires prophesy a terrible curse.", "Young Adult, Fantasy, Vampires, Paranormal, Fiction, Romance, Supernatural",1,Religious
"Gena, Showalter",Evil Queen,"Once Upon a Time meets Game of Thrones in New York Times bestselling author Gena Showalter’s magical, romantic dark fantasy series, in which the fairy tales we know and love are prophecies of the future.", "Fantasy, Young Adult, Retellings, Romance, Young Adult Fantasy, Magic, Fiction",1,Religious
"Amber J., Keyser",No More Excuses: Dismantling Rape Culture,"Soon after the sexual misconduct allegations against film producer Harvey Weinstein became public in late 2017, the #MeToo movement went viral, opening up an explosive conversation about rape culture around the globe.", "Nonfiction, Feminism, Adult, Social Issues, Politics, Womens, Womens Studies",1,Political
"Rick, Riordan",Punching Bag,"Laugh out loud with a bizarre mystery: Bubba's back—until a monkey with a gun crashes the scene at a high-profile client meeting.", "Mystery",1,Cultural
"Kara Lee, Corthron",The Truth of Right Now,"If you could take back one thing you’ve done in your life, do you know what it would be?  As secrets unravel and friendships are tested, one young protagonist discovers that the truth changes everything.", "Young Adult, Contemporary, Romance, Coming Of Age, Realistic Fiction, Mental Health, Family",1,Cultural
"Beth, Revis",Across the Universe,"A love out of time. A spaceship built of secrets and murder.  Seventeen-year-old Amy joins her parents as frozen cargo aboard the vast spaceship Godspeed and expects to awaken on a new planet, three hundred years in the future. Never could she have known that her frozen slumber would come to an end fifty years too soon and that she would be thrust into the brave new world of a spaceship that lives by its own rules.", "Young Adult, Science Fiction, Dystopia, Romance, Fantasy, Fiction, Mystery",1,Political
"Katharine, McGee",Reign,"A queen's life hangs in the balance, and her siblings’ decisions—about what to do, and most of all, who to love—could change the course of history. America's royal family is in shambles. Amid scandals and power plays, one young princess must decide if love and duty can coexist.", "Romance, Young Adult, Audiobook, Fiction, Contemporary, Chick Lit, Fantasy",1,Political
"Aidan, Chambers",Postcards From No Man's Land,"Seventeen-year-old Jacob Todd is about to discover himself. Jacob's plan is to go to Amsterdam to honor his grandfather who died during World War II. But nothing goes as planned, and Jacob finds that the path to identity is paved with unexpected challenges.", "Young Adult, Historical Fiction, Fiction, Historical, War, LGBT, Realistic Fiction",1,Political
"Claire, Legrand",Sawkill Girls,"Beware of the woods and the dark, dank deep. He’ll follow you home, and he won’t let you sleep.  Who are the Sawkill Girls?  Marion: the new girl. Awkward and plain, yet determined. Zoey: the pariah, haunted by loss. Val: the queen bee, powerful yet ruthless. Their secrets unravel on the mysterious island of Sawkill Rock.", "Horror, Young Adult, Fantasy, LGBT, Mystery, Fiction, Thriller",1,Offensive Language
"Libba, Bray",Before the Devil Breaks You,"New York City. 1927. Lights are bright. Jazz is king. Parties are wild. And the dead are coming. A supernatural plague and eerie visions haunt a city on the brink, as its inhabitants confront horrors from beyond.", "Young Adult, Historical Fiction, Paranormal, Dystopia, Horror, Fiction, Contemporary",1,Offensive Language
"Philippa, Gregory",The Boleyn Inheritance,"Three Women Who Share One Fate: The Boleyn Inheritance.  In a court of treachery and scandal, survival and betrayal come hand in hand as secrets from the Tudor era threaten to shatter lives.", "Historical Fiction, Fiction, Historical, Romance, Tudor Period, British Literature, Adult",1,Political
"Colleen, Hoover",Ugly Love,"When Tate Collins meets airline pilot Miles Archer, she knows it isn’t love at first sight. What begins as a purely physical arrangement soon devolves into a turbulent journey where hearts break and rules shatter.", "Contemporary, New Adult, Fiction, Contemporary Romance, Audiobook, Adult, Chick Lit",1,Cultural
"Libba, Bray",Lair of Dreams,"The longing of dreams draws the dead, and this city holds many dreams. After a supernatural showdown, a group of Diviners is forced to confront visions of despair—and the possibility of redemption.", "Fantasy, Young Adult, Historical Fiction, Paranormal, Audiobook, Mystery, Historical",1,Religious
"Rick, Riordan",The Mark of Athena,"Annabeth is terrified. Just when she's about to be reunited with Percy—after six months apart thanks to Hera—Camp Jupiter stands on the brink of war. A mythological quest begins.", "Fantasy, Mythology, Young Adult, Fiction, Middle Grade, Adventure, Greek Mythology",1,Cultural
"Meg, Cabot",How to Be Popular,"Do you want to be popular? Everyone wants to be popular or at least, Stephanie Landry does. Once the perennial outsider, Steph embarks on a daring plan to join the It Crowd and rewrite high school politics.", "Young Adult, Romance, Contemporary, Chick Lit, Fiction, Teen, Realistic Fiction",1,Cultural
"Pat, Conroy",The Lords of Discipline,"A novel you will never forget...  Follow four cadets as they endure the hellish trials of a brutal military institute and learn that loyalty, friendship, and courage come at a painful price.", "Fiction, Historical Fiction, Military Fiction, Southern, Classics, Literature, Coming Of Age",1,Cultural
"Lisa, Scottoline",Final Appeal,"Grace Rossi is starting over after a divorce, and a part-time job with a federal appeals court seems perfect—until an explosive death penalty appeal forces her into a spiral of corruption, murder, and moral dilemmas.", "Mystery, Fiction, Thriller, Legal Thriller, Mystery Thriller, Suspense, Crime",1,Political
"Alicia D., Williams",Genesis Begins Again,"This is the story of a thirteen-year-old girl who is filled with self-loathing and must overcome internalized racism and a verbally abusive family to finally learn to love herself.", "Middle Grade, Realistic Fiction, Young Adult, Fiction, Contemporary, African American, Family",1,Cultural
"Alyson, Noël",Night Star,"After fighting for centuries to be together, Ever and Damien's future hinges on one final showdown that will decide their fate. Immortal love is tested against the ravages of time and the price of unending existence.", "Young Adult, Fantasy, Paranormal, Romance, Fiction, Supernatural, Paranormal Romance",1,Religious
"Ron, Koertge",Boy Girl Boy,"Larry, Teresa, and Elliot are so tight, there's no room in their circle for more than boy, girl, boy. As their bonds are tested by growing up and finding their true selves, they learn the cost of authenticity.", "Young Adult, LGBT, Banned Books, Fiction, Queer, Teen, Romance",1,Political
"Jason, Myers",Dead End,"Dru and Gina are young, in love, and desperate to escape Marshall, Nebraska—a town where tradition rules and family legacy can be a death sentence.", "Young Adult, Realistic Fiction, Romance, Fiction, Contemporary, Abuse, Mystery",1,Offensive Language
"Alex, Sanchez",Bait,"After Diego lands himself on probation for fighting, he learns that controlling his anger means confronting painful memories and unraveling the truths of his troubled past.", "Young Adult, Fiction, Abuse, LGBT, Contemporary, Realistic Fiction, Teen",1,Offensive Language
"Anh, Do",WeirDo Series: Mega Weird!,"Life for WeirDo is MEGA BUSY! He’s planning on making MEGA bucks from the Street Garage Sale, plus he’s helping Bella write a winning song! And is that a dusty dino bone in the corner? It won’t be easy . . . but it will be funny!", "Childrens, Fiction, School",1,Religious
"Holly, Black",Geektastic: Stories from the Nerd Herd,"Acclaimed authors Holly Black and Cecil Castellucci unite to curate a collection of short stories celebrating the quirky, humorous, and unapologetically geeky side of youth culture.", "Short Stories, Young Adult, Fiction, Anthologies, Contemporary, Humor, Fantasy",1,Religious
"C. C., Hunter",Taken at Dusk,"A paranormal adventure unfolds as a gifted teen must navigate a world of darkness, danger, and ancient secrets lurking in the twilight.", "Young Adult, Paranormal, Fiction, Thriller, Mystery",1,Religious
"Nina, LaCour",Hold Still,"An arresting story about starting over after a friend’s suicide—a journey of grief, healing, and learning that love and loss can coexist in unexpected ways.", "Young Adult, Contemporary, Mental Health, Fiction, Realistic Fiction, LGBT, Romance",1,Religious
"Cecily, Von Ziegesar",Tempted (CVZ),"This modern retelling of classic romance explores the tumult of first love, the sting of youthful defiance, and the complicated truths of growing up in a world full of secrets.", "Young Adult, Chick Lit, Contemporary, Fiction, Romance, High School, Boarding School",1,Offensive Language
"Rick, Riordan",The Dark Prophecy,The Trials Of Apollo Book 2,"When a new threat looms over Olympus and Earth, demigods must rise to face challenges that blend myth, magic, and modern adventure in a race against time.", "Fantasy, Mythology, Young Adult, Fiction, Middle Grade, Adventure, Greek Mythology",1,Religious
"David, Ward",Escape the Mask,"The first in a new adventure trilogy, where child slaves on a mysterious plain must risk everything to escape oppression and claim their freedom.", "Fantasy, Young Adult, Dystopia, Childrens",1,Offensive Language
"Francesca Lia, Block",Goat Girls: Two Weetzie Bat Books,"Two magical-realist coming-of-age stories from Francesca Lia Block: Witch Baby and Cherokee Bat and the Goat Guys combine whimsy, mischief, and the bittersweet challenges of youth.", "Young Adult, Fiction, Fantasy, Magical Realism, Romance, Urban Fantasy, Magic",1,Religious
"Rachel, Cohn",Dash and Lily's Book of Dares,"“I’ve left some clues for you. If you want them, turn the page. If you don’t, put the book back on the shelf, please.” A red notebook full of dares sets the stage for a quirky, heartfelt New York romance that makes you believe in the magic of connection.", "Young Adult, Romance, Contemporary, Christmas, Fiction, Holiday, Realistic Fiction",1,Religious
"Danielle, Steel",The Gift (DS),"On a June day, a young woman in a summer dress steps off a Chicago-bound bus into a small midwestern town. Her brief stop unleashes a chain of events that will change lives forever.", "Romance, Fiction, Chick Lit, Adult, Drama, Contemporary, Contemporary Romance",1,Offensive Language
"P. C., Cast",Neferet's Curse,"(Duplicate) The White City, 1893: Secrets, ancient prophecies, and deadly vampires converge in a tale of doomed love and curses that threaten to upend life in turn-of-the-century Chicago.", "Young Adult, Fantasy, Vampires, Paranormal, Fiction, Romance, Supernatural",1,Offensive Language
"Gena, Showalter",Evil Queen,"(Duplicate) Once Upon a Time meets Game of Thrones as a dark, romantic fantasy reimagines fairy-tale prophecy with betrayal, power, and forbidden love.", "Fantasy, Young Adult, Retellings, Romance, Young Adult Fantasy, Magic, Fiction",1,Offensive Language
"Amber J., Keyser",No More Excuses: Dismantling Rape Culture,"(Duplicate) In the wake of explosive sexual misconduct revelations, this timely work dissects rape culture and the structures that support it, urging readers to dismantle the oppressive status quo.", "Nonfiction, Feminism, Adult, Social Issues, Politics, Womens, Womens Studies",1,Offensive Language
"Saraciea J., Fennell",Wild Tongues Can't Be Tamed: 15 Voices from the Latinx Diaspora,"Edited by The Bronx Is Reading founder Saraciea Fennell and featuring an all-star cast of Latinx contributors, an anthology unlike any other in the young adult market now.  In Wild Tongues Can’t Be Tamed, bestselling and award-winning authors as well as up-and-coming voices interrogate the different myths and stereotypes about the Latinx diaspora. These 15 original pieces delve into everything from ghost stories and superheroes, to memories in the kitchen and travels around the world, to addiction and grief, to identity and anti-Blackness, to finding love and speaking your truth.  features bestselling and award-winning authors as well as new, up-and-coming voices, including: Elizabeth Acevedo Cristina Arreola Ingrid Rojas Contreras Naima Coster Natasha Diaz Kahlil Haywood Zakiya Jamal Janel Martinez Jasminne Mendez Meg Medina Mark Oshiro Julian Randall Lilliam Rivera Ibi Zoboi  Full of both sorrow and joy, is an essential celebration of this rich and diverse community.","Short Stories, Young Adult, Poetry, Anthologies, Audiobook, Essays, LGBT",1,Cultural
"J. P., Delaney",The Girl Before,"An enthralling psychological thriller that spins one woman's seemingly good fortune and another woman's mysterious fate through a kaleidoscope of duplicity, death, and deception.  Please make a list of every possession you consider essential to your life.  The request seems odd, even intrusive - and for the two women who answer, the consequences are devastating.    Reeling from a traumatic break-in, Emma wants a new place to live. But none of the apartments she sees are affordable or feel safe. Until One Folgate Street. The house is an architectural masterpiece: a minimalist design of pale stone, plate glass, and soaring ceilings. But there are rules. The enigmatic architect who designed the house retains full control: no books, no throw pillows, no photos or clutter or personal effects of any kind. The space is intended to transform its occupant - and it does.    After a personal tragedy, Jane needs a fresh start. When she finds One Folgate Street, she is instantly drawn to the space - and to its aloof but seductive creator. Moving in, Jane soon learns about the untimely death of the home's previous tenant, a woman similar to Jane in age and appearance. As Jane tries to untangle truth from lies, she unwittingly follows the same patterns, makes the same choices, crosses paths with the same people, and experiences the same terror as the girl before.","Thriller, Mystery, Fiction, Mystery Thriller, Suspense, Audiobook, Psychological Thriller",1,Political
"Dhonielle, Clayton",The Rumor Game,"All it takes is one spark to start a blaze.  At Foxham Prep, a posh private school for the children of DC’s elite, a single rumor has the power to ruin a life.  Nobody knows that better than Bryn. She used to have it all—the perfect boyfriend, a bright future in politics, and even popularity, thanks to her best friend, cheer captain Cora. Then one mistake sparked a scandal that burned it all to the ground.  Now it’s the start of a new school year and the spotlight has shifted: It’s geeky Georgie, newly hot after a summer makeover, whose name is on everyone’s lips. When a rumor ignites, Georgie rockets up the school’s social hierarchy, pitting her and Cora against each other. It grants her Foxham stardom . . . but it also makes her a target.  As the rumors grow and morph, blazing like wildfire through the school’s social media, all three girls’ lives begin to unravel. But one person close to the drama has the power to stop the gossip in its tracks. The question is—do they even want to?  From Dhonielle Clayton and Sona Charaipotra, authors of the Tiny Pretty Things duology (now a Netflix series), comes the edge-of-your-seat social thriller everyone will be talking about.","Young Adult, Contemporary, Mystery, Thriller, Mental Health, Mystery Thriller, Realistic Fiction",1,Offensive Language
"Richelle, Mead",Vampire Academy (A Graphic Novel),"Look out for Bloodlines, Richelle Mead’s new series set in the world of Vampire Academy, coming August 2011!  After two years on the run, best friends Rose and Lissa are caught and returned to St. Vladimir's Academy, a private high school for vampires and half-bloods. It's filled with intrigue, danger - and even romance. Enter their dark, fascinating world through a new series of 144-page full-color graphic novels. The entire first Vampire Academy novel has been adapted for book one by Leigh Dragoon and overseen by Richelle Mead, while the beautiful art of acclaimed British illustrator Emma Vieceli brings the story to life.","Graphic Novels, Vampires, Young Adult, Fantasy, Paranormal, Romance, Comics",1,Cultural
